Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2021,CONNECTICUT,"BASS, BLACK SEA","116,070",53,"411,151",Public,Commercial,Centropristis striata,167687,ACCSP
2021,CONNECTICUT,"BASS, STRIPED","6,704",3,"34,267",Public,Commercial,Morone saxatilis,167680,ACCSP
2021,CONNECTICUT,BLUEFISH,"37,394",17,"42,596",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2021,CONNECTICUT,"BONITO, ATLANTIC",46,0,55,Public,Commercial,Sarda sarda,172409,ACCSP
2021,CONNECTICUT,BUTTERFISH,"106,553",48,"109,647",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2021,CONNECTICUT,"CARP, COMMON",90,0,36,Public,Commercial,Cyprinus carpio,163344,ACCSP
2021,CONNECTICUT,"CATFISH, BLUE",214,0,93,Public,Commercial,Ictalurus furcatus,163997,ACCSP
2021,CONNECTICUT,"CATFISHES, BULLHEAD **",776,0,830,Public,Commercial,Ictaluridae,163995,ACCSP
2021,CONNECTICUT,COBIA,11,0,51,Public,Commercial,Rachycentron canadum,168566,ACCSP
2021,CONNECTICUT,"COD, ATLANTIC","2,277",1,"5,029",Public,Commercial,Gadus morhua,164712,ACCSP
2021,CONNECTICUT,CONCHS **,"186,008",84,"919,143",Public,Commercial,Strombidae,72554,ACCSP
2021,CONNECTICUT,"CRAB, BLUE",803,0,"1,024",Public,Commercial,Callinectes sapidus,98696,ACCSP
2021,CONNECTICUT,"CRAB, GREEN","56,885",26,"23,158",Public,Commercial,Carcinus maenas,98734,ACCSP
2021,CONNECTICUT,"CRAB, HORSESHOE","47,238",21,"30,561",Public,Commercial,Limulus polyphemus,82703,ACCSP
2021,CONNECTICUT,"CRAB, JONAH",364,0,364,Public,Commercial,Cancer borealis,98678,ACCSP
2021,CONNECTICUT,"CRABS, HERMIT, PAGURUS (GENUS) **",47,0,47,Public,Commercial,Pagurus,97775,ACCSP
2021,CONNECTICUT,CUNNER,2,0,1,Public,Commercial,Tautogolabrus adspersus,170481,ACCSP
2021,CONNECTICUT,DOLPHINFISH **,336,0,"1,268",Public,Commercial,Coryphaena spp.,168790,ACCSP
2021,CONNECTICUT,"DORY, BUCKLER",581,0,967,Public,Commercial,Zenopsis conchifera,166284,ACCSP
2021,CONNECTICUT,"EEL, AMERICAN","5,168",2,"17,656",Public,Commercial,Anguilla rostrata,161127,ACCSP
2021,CONNECTICUT,"EEL, CONGER",218,0,195,Public,Commercial,Conger oceanicus,161326,ACCSP
2021,CONNECTICUT,"FLOUNDER, AMERICAN PLAICE","3,504",2,"4,022",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2021,CONNECTICUT,"FLOUNDER, FOURSPOT","2,181",1,"2,438",Public,Commercial,Paralichthys oblongus,172739,ACCSP
2021,CONNECTICUT,"FLOUNDER, SUMMER","713,608",324,"2,482,491",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2021,CONNECTICUT,"FLOUNDER, WINTER","8,591",4,"24,645",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2021,CONNECTICUT,"FLOUNDER, WITCH","2,153",1,"4,795",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2021,CONNECTICUT,"FLOUNDER, YELLOWTAIL",574,0,"1,083",Public,Commercial,Limanda ferruginea,172909,ACCSP
2021,CONNECTICUT,GOOSEFISH,"71,104",32,"41,415",Public,Commercial,Lophius americanus,164499,ACCSP
2021,CONNECTICUT,"GRUNTS, HAEMULIDAE (FAMILY) **",3,0,3,Public,Commercial,Haemulidae,169055,ACCSP
2021,CONNECTICUT,HADDOCK,"4,041",2,"5,488",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2021,CONNECTICUT,"HAKE, RED","45,964",21,"29,778",Public,Commercial,Urophycis chuss,164730,ACCSP
2021,CONNECTICUT,"HAKE, SILVER","883,742",401,"789,357",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2021,CONNECTICUT,"HAKES, MERLUCCIUS (GENUS) **",46,0,69,Public,Commercial,Merluccius,164790,ACCSP
2021,CONNECTICUT,"HALIBUT, ATLANTIC",532,0,"3,398",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2021,CONNECTICUT,"HERRING, ATLANTIC","7,425",3,"3,910",Public,Commercial,Clupea harengus,161722,ACCSP
2021,CONNECTICUT,HERRINGS **,140,0,280,Public,Commercial,Clupeidae,161700,ACCSP
2021,CONNECTICUT,HOGCHOKER,2,0,1,Public,Commercial,Trinectes maculatus,172982,ACCSP
2021,CONNECTICUT,KILLIFISHES **,"1,105",1,"5,642",Public,Commercial,Cyprinodontidae,165629,ACCSP
2021,CONNECTICUT,"KINGFISH, NORTHERN",137,0,135,Public,Commercial,Menticirrhus saxatilis,169276,ACCSP
2021,CONNECTICUT,KINGFISHES **,"10,920",5,"13,173",Public,Commercial,Menticirrhus,169273,ACCSP
2021,CONNECTICUT,"LOBSTER, AMERICAN","148,758",67,"1,100,438",Public,Commercial,Homarus americanus,97314,ACCSP
2021,CONNECTICUT,"MACKEREL, ATLANTIC","5,897",3,"3,267",Public,Commercial,Scomber scombrus,172414,ACCSP
2021,CONNECTICUT,"MACKEREL, ATLANTIC CHUB",27,0,27,Public,Commercial,Scomber colias,172413,ACCSP
2021,CONNECTICUT,"MACKEREL, SPANISH",5,0,8,Public,Commercial,Scomberomorus maculatus,172436,ACCSP
2021,CONNECTICUT,MENHADENS **,"179,177",81,"38,553",Public,Commercial,Brevoortia ,161731,ACCSP
2021,CONNECTICUT,MULLETS **,242,0,208,Public,Commercial,Mugilidae,170333,ACCSP
2021,CONNECTICUT,MUMMICHOG,177,0,724,Public,Commercial,Fundulus heteroclitus,165647,ACCSP
2021,CONNECTICUT,OCTOPUSES **,1,0,3,Public,Commercial,Octopodidae,82590,ACCSP
2021,CONNECTICUT,OPAH,214,0,856,Public,Commercial,Lampris guttatus,166326,ACCSP
2021,CONNECTICUT,"PERCH, WHITE","12,647",6,"13,670",Public,Commercial,Morone americana,167678,ACCSP
2021,CONNECTICUT,POMFRETS **,174,0,870,Public,Commercial,Bramidae,170287,ACCSP
2021,CONNECTICUT,"PUFFER, NORTHERN",13,0,29,Public,Commercial,Sphoeroides maculatus,173290,ACCSP
2021,CONNECTICUT,"REDFISH, ACADIAN",60,0,15,Public,Commercial,Sebastes fasciatus,166774,ACCSP
2021,CONNECTICUT,"SCALLOP, SEA","411,752",187,"5,909,338",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,CONNECTICUT,SCUP,"780,189",354,"795,347",Public,Commercial,Stenotomus chrysops,169182,ACCSP
2021,CONNECTICUT,"SEAROBIN, NORTHERN",2,0,1,Public,Commercial,Prionotus carolinus,166974,ACCSP
2021,CONNECTICUT,SEAROBINS **,"4,271",2,990,Public,Commercial,Triglidae,166972,ACCSP
2021,CONNECTICUT,"SEATROUT, SPOTTED",489,0,929,Public,Commercial,Cynoscion nebulosus,169239,ACCSP
2021,CONNECTICUT,"SHAD, AMERICAN","27,233",12,"47,040",Public,Commercial,Alosa sapidissima,161702,ACCSP
2021,CONNECTICUT,"SHAD, GIZZARD",5,0,1,Public,Commercial,Dorosoma cepedianum,161737,ACCSP
2021,CONNECTICUT,"SHAD, HICKORY",634,0,344,Public,Commercial,Alosa mediocris,161704,ACCSP
2021,CONNECTICUT,"SHARK, DOGFISH, SMOOTH","48,872",22,"36,738",Public,Commercial,Mustelus canis,160230,EXCEPTIONS
2021,CONNECTICUT,"SHARK, DOGFISH, SPINY","7,235",3,886,Public,Commercial,Squalus acanthias,160617,ACCSP
2021,CONNECTICUT,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2021,CONNECTICUT,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2021,CONNECTICUT,"SHINER, GOLDEN",101,0,101,Public,Commercial,Notemigonus,163368,ACCSP
2021,CONNECTICUT,SHRIMPS **,587,0,"3,492",Public,Commercial,Caridea,96106,ACCSP
2021,CONNECTICUT,"SHRIMPS, MANTIS **",413,0,"2,700",Public,Commercial,Stomatopoda,99140,ACCSP
2021,CONNECTICUT,"SHRIMPS, PENAEID **",8,0,9,Public,Commercial,Penaeidae,95602,ACCSP
2021,CONNECTICUT,"SILVERSIDE, ATLANTIC",730,0,"5,720",Public,Commercial,Menidia menidia,165994,ACCSP
2021,CONNECTICUT,"SKATE, CLEARNOSE","8,800",4,"5,192",Public,Commercial,Raja eglanteria,160855,ACCSP
2021,CONNECTICUT,"SKATE, LITTLE","522,500",237,"52,250",Public,Commercial,Leucoraja erinacea,564130,ACCSP
2021,CONNECTICUT,"SKATE, SMOOTH","17,550",8,"6,320",Public,Commercial,Malacoraja senta,564151,ACCSP
2021,CONNECTICUT,"SKATE, WINTER","857,962",389,"174,275",Public,Commercial,Leucoraja ocellata,564145,ACCSP
2021,CONNECTICUT,"SKATES, RAJIDAE (FAMILY) **","352,034",160,"261,871",Public,Commercial,Rajidae,160845,ACCSP
2021,CONNECTICUT,SPOT,33,0,41,Public,Commercial,Leiostomus xanthurus,169267,ACCSP
2021,CONNECTICUT,"SQUID, LONGFIN LOLIGO","787,336",357,"1,163,644",Public,Commercial,Loligo pealeii,82372,ACCSP
2021,CONNECTICUT,"SQUID, SHORTFIN ILLEX","1,260",1,"2,952",Public,Commercial,Illex illecebrosus,82521,ACCSP
2021,CONNECTICUT,"STURGEON, SHORTNOSE",24,0,,Public,Commercial,Acipenser brevirostrum,161069,ACCSP
2021,CONNECTICUT,SWORDFISH,"21,329",10,"103,598",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2021,CONNECTICUT,TAUTOG,"16,504",7,"57,498",Public,Commercial,Tautoga onitis,170479,ACCSP
2021,CONNECTICUT,"TILEFISH, GOLDEN","1,013",0,"2,273",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSP
2021,CONNECTICUT,"TOADFISHES, BATRACHOIDIDAE (FAMILY) **",2,0,1,Public,Commercial,Batrachoididae,164412,ACCSP
2021,CONNECTICUT,"TRIGGERFISH, GRAY",2,0,6,Public,Commercial,Balistes capriscus,173138,ACCSP
2021,CONNECTICUT,TRIGGERFISHES **,114,0,262,Public,Commercial,Balistidae,173128,ACCSP
2021,CONNECTICUT,"TUNA, ALBACORE","2,570",1,"4,465",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2021,CONNECTICUT,"TUNA, BIGEYE","31,156",14,"210,926",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2021,CONNECTICUT,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2021,CONNECTICUT,"TUNA, LITTLE TUNNY",60,0,96,Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2021,CONNECTICUT,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2021,CONNECTICUT,"TUNA, YELLOWFIN","1,532",1,"6,418",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2021,CONNECTICUT,WEAKFISH,"6,399",3,"16,610",Public,Commercial,Cynoscion regalis,169241,ACCSP
2021,CONNECTICUT,"WHELK, CHANNELED","88,138",40,"546,909",Public,Commercial,Busycotypus canaliculatus,74096,ACCSP
2021,CONNECTICUT,"WHELK, KNOBBED","15,332",7,"9,659",Public,Commercial,Busycon carica,74071,ACCSP
2021,CONNECTICUT,WINDOWPANE,"9,110",4,"4,688",Public,Commercial,Scophthalmus aquosus,172746,ACCSP
2021,CONNECTICUT,WITHHELD FOR CONFIDENTIALITY,2,0,1,Public,Commercial,Other,0,ACCSP
2021,MAINE,ALEWIFE,,,,Confidential,Commercial,Alosa pseudoharengus,161706,ACCSP
2021,MAINE,"CLAM, QUAHOG, NORTHERN","193,097",88,"3,286,544",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2021,MAINE,"CLAM, QUAHOG, OCEAN","173,870",79,"687,292",Public,Commercial,Arctica islandica,81343,ACCSP
2021,MAINE,"CLAM, RAZOR, ATLANTIC",,,,Confidential,Commercial,Ensis directus,81022,ACCSP
2021,MAINE,"CLAM, SOFT","1,540,059",699,"25,275,350",Public,Commercial,Mya arenaria,81692,ACCSP
2021,MAINE,"CLAM, SURF, ATLANTIC",,,,Confidential,Commercial,Spisula solidissima,80944,ACCSP
2021,MAINE,"COD, ATLANTIC","47,311",21,"128,833",Public,Commercial,Gadus morhua,164712,ACCSP
2021,MAINE,"CRAB, ATLANTIC ROCK","1,200,468",545,"855,362",Public,Commercial,Cancer irroratus,98679,ACCSP
2021,MAINE,"CRAB, GREEN",,,,Confidential,Commercial,Carcinus maenas,98734,ACCSP
2021,MAINE,"CRAB, JONAH","1,427,245",647,"1,104,950",Public,Commercial,Cancer borealis,98678,ACCSP
2021,MAINE,"CRABS, BRACHYURA **",,,,Confidential,Commercial,Brachyura,98276,ACCSP
2021,MAINE,"CRABS, SPIDER **",,,,Confidential,Commercial,Majidae,98417,ACCSP
2021,MAINE,CUSK,"1,436",1,742,Public,Commercial,Brosme brosme,164740,ACCSP
2021,MAINE,"EEL, AMERICAN","9,233",4,"16,681,461",Public,Commercial,Anguilla rostrata,161127,ACCSP
2021,MAINE,"FLOUNDER, AMERICAN PLAICE","34,696",16,"64,524",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2021,MAINE,"FLOUNDER, WINTER",151,0,303,Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2021,MAINE,"FLOUNDER, WITCH","47,639",22,"73,527",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2021,MAINE,"FLOUNDER, YELLOWTAIL",41,0,25,Public,Commercial,Limanda ferruginea,172909,ACCSP
2021,MAINE,GOOSEFISH,"1,021,448",463,"710,164",Public,Commercial,Lophius americanus,164499,ACCSP
2021,MAINE,HADDOCK,"192,292",87,"319,905",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2021,MAINE,HAGFISHES **,,,,Confidential,Commercial,Myxinidae,159753,ACCSP
2021,MAINE,"HAKE, SILVER","5,443",2,"4,850",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2021,MAINE,"HAKE, WHITE","210,424",95,"390,189",Public,Commercial,Urophycis tenuis,164732,ACCSP
2021,MAINE,"HAKES, MERLUCCIUS (GENUS) **",,,,Confidential,Commercial,Merluccius,164790,ACCSP
2021,MAINE,"HALIBUT, ATLANTIC","31,744",14,"193,312",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2021,MAINE,"HERRING, ATLANTIC","5,043,900","2,288","1,916,282",Public,Commercial,Clupea harengus,161722,ACCSP
2021,MAINE,"LOBSTER, AMERICAN","110,711,756","50,219","743,048,924",Public,Commercial,Homarus americanus,97314,ACCSP
2021,MAINE,"MACKEREL, ATLANTIC","1,204,598",546,"422,316",Public,Commercial,Scomber scombrus,172414,ACCSP
2021,MAINE,MENHADENS **,"36,890,619","16,733","57,086,489",Public,Commercial,Brevoortia ,161731,ACCSP
2021,MAINE,"MUSSEL, SEA","1,451,612",658,"4,315,885",Public,Commercial,Mytilus edulis,79454,ACCSP
2021,MAINE,"OYSTER, EASTERN","209,493",95,"9,436,204",Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,MAINE,"OYSTER, EDIBLE",,,,Confidential,Commercial,Ostrea edulis,79885,ACCSP
2021,MAINE,PERIWINKLES,"178,551",81,"821,745",Public,Commercial,Littorinidae ,1206035,ACCSP
2021,MAINE,POLLOCK,"322,854",146,"640,125",Public,Commercial,Pollachius virens,164727,ACCSP
2021,MAINE,"POLYCHAETE, BLOODWORMS","301,885",137,"5,791,124",Public,Commercial,Glycera dibranchiata,66107,ACCSP
2021,MAINE,"POLYCHAETE, SANDWORMS **","197,652",90,"1,973,168",Public,Commercial,Nereis,65902,ACCSP
2021,MAINE,"REDFISH, ACADIAN","24,652",11,"17,962",Public,Commercial,Sebastes fasciatus,166774,ACCSP
2021,MAINE,"SALMON, ATLANTIC",,,,Confidential,Commercial,Salmo salar,161996,ACCSP
2021,MAINE,"SCALLOP, SEA","686,471",311,"10,976,028",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,MAINE,SEAWEED **,,,,Confidential,Commercial,Phaeophyta ,660055,ACCSP
2021,MAINE,"SEAWEED, BLADDER WRACK",,,,Confidential,Commercial,Fucus vesiculosus,11335,ACCSP
2021,MAINE,"SEAWEED, KELP **",,,,Confidential,Commercial,Laminaria,11217,ACCSP
2021,MAINE,"SEAWEED, KELP, SUGAR","594,725",270,"369,149",Public,Commercial,Laminaria saccharina,11222,ACCSP
2021,MAINE,"SEAWEED, KELP, WINGED",,,,Confidential,Commercial,Alaria esculenta,11300,ACCSP
2021,MAINE,"SEAWEED, ROCKWEED","15,824,186","7,178","1,446,811",Public,Commercial,Ascophyllum nodosum,11331,ACCSP
2021,MAINE,"SEAWEED, WORMWEED **",,,,Confidential,Commercial,Ascophyllum nodosum scorpioides,11332,ACCSP
2021,MAINE,"SILVERSIDES, ATHERINIDAE (FAMILY) **",,,,Confidential,Commercial,Atherinidae,165984,ACCSP
2021,MAINE,"SKATE, BARNDOOR","1,654",1,"2,784",Public,Commercial,Dipturus laevis,564139,ACCSP
2021,MAINE,"SKATE, WINTER",,,,Confidential,Commercial,Leucoraja ocellata,564145,ACCSP
2021,MAINE,SMELTS **,,,,Confidential,Commercial,Osmeridae,162028,ACCSP
2021,MAINE,"SQUID, LONGFIN LOLIGO",,,,Confidential,Commercial,Loligo pealeii,82372,ACCSP
2021,MAINE,"SQUID, SHORTFIN ILLEX",746,0,"3,031",Public,Commercial,Illex illecebrosus,82521,ACCSP
2021,MAINE,SWORDFISH,,,,Confidential,Commercial,Xiphias gladius,172482,EXCEPTIONS
2021,MAINE,"TUNA, BLUEFIN","411,136",186,"2,280,147",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2021,MAINE,"URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","912,145",414,"2,968,412",Public,Commercial,Strongylocentrotus droebachiensis,157969,ACCSP
2021,MAINE,"WHELK, WAVED",,,,Confidential,Commercial,Buccinum undatum,73795,ACCSP
2021,MAINE,WITHHELD FOR CONFIDENTIALITY,"23,164,216","10,507","61,157,870",Public,Commercial,Other,0,ACCSP
2021,MASSACHUSETTS,ALEWIFE,,,,Confidential,Commercial,Alosa pseudoharengus,161706,ACCSP
2021,MASSACHUSETTS,"BASS, BANK SEA",,,,Confidential,Commercial,Centropristis ocyurus,167690,ACCSP
2021,MASSACHUSETTS,"BASS, BLACK SEA","761,289",345,"2,334,277",Public,Commercial,Centropristis striata,167687,ACCSP
2021,MASSACHUSETTS,"BASS, STRIPED","731,278",332,"3,420,275",Public,Commercial,Morone saxatilis,167680,ACCSP
2021,MASSACHUSETTS,BLUEFISH,"223,706",101,"342,916",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2021,MASSACHUSETTS,"BONITO, ATLANTIC",171,0,701,Public,Commercial,Sarda sarda,172409,ACCSP
2021,MASSACHUSETTS,BUTTERFISH,"133,374",60,"126,373",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2021,MASSACHUSETTS,"CLAM, ARK, BLOOD","46,528",21,"100,466",Public,Commercial,Anadara ovalis,79342,ACCSP
2021,MASSACHUSETTS,"CLAM, QUAHOG, FALSE",,,,Confidential,Commercial,Pitar morrhuanus,81501,ACCSP
2021,MASSACHUSETTS,"CLAM, QUAHOG, NORTHERN","493,627",224,"5,044,669",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2021,MASSACHUSETTS,"CLAM, QUAHOG, OCEAN","11,183,485","5,073","9,245,853",Public,Commercial,Arctica islandica,81343,ACCSP
2021,MASSACHUSETTS,"CLAM, RAZOR, ATLANTIC","103,750",47,"1,698,643",Public,Commercial,Ensis directus,81022,ACCSP
2021,MASSACHUSETTS,"CLAM, SOFT","658,563",299,"8,743,147",Public,Commercial,Mya arenaria,81692,ACCSP
2021,MASSACHUSETTS,"CLAM, STOUT TAGELUS (STUBBY RAZOR/BAMBOO)",,,,Confidential,Commercial,Tagelus plebeius,81272,ACCSP
2021,MASSACHUSETTS,"CLAM, SURF, ARCTIC",,,,Confidential,Commercial,Mactromeris polynyma,80983,ACCSP
2021,MASSACHUSETTS,"CLAM, SURF, ATLANTIC","9,363,503","4,247","10,985,003",Public,Commercial,Spisula solidissima,80944,ACCSP
2021,MASSACHUSETTS,"COD, ATLANTIC","1,201,132",545,"2,619,925",Public,Commercial,Gadus morhua,164712,ACCSP
2021,MASSACHUSETTS,CONCHS **,,,,Confidential,Commercial,Strombidae,72554,ACCSP
2021,MASSACHUSETTS,"CRAB, ATLANTIC ROCK","136,788",62,"127,996",Public,Commercial,Cancer irroratus,98679,ACCSP
2021,MASSACHUSETTS,"CRAB, GREEN","92,883",42,"42,257",Public,Commercial,Carcinus maenas,98734,ACCSP
2021,MASSACHUSETTS,"CRAB, HORSESHOE","426,725",194,"316,231",Public,Commercial,Limulus polyphemus,82703,ACCSP
2021,MASSACHUSETTS,"CRAB, JONAH","6,539,131","2,966","7,845,911",Public,Commercial,Cancer borealis,98678,ACCSP
2021,MASSACHUSETTS,"CRAB, RED DEEPSEA",,,,Confidential,Commercial,Chaceon quinquedens,620992,ACCSP
2021,MASSACHUSETTS,"CRABS, SPIDER **",,,,Confidential,Commercial,Majidae,98417,ACCSP
2021,MASSACHUSETTS,CUNNER,71,0,141,Public,Commercial,Tautogolabrus adspersus,170481,ACCSP
2021,MASSACHUSETTS,CUSK,"67,226",30,"27,252",Public,Commercial,Brosme brosme,164740,ACCSP
2021,MASSACHUSETTS,DOLPHINFISH **,"4,658",2,"15,299",Public,Commercial,Coryphaena spp.,168790,ACCSP
2021,MASSACHUSETTS,"DORY, BUCKLER","9,651",4,"9,539",Public,Commercial,Zenopsis conchifera,166284,ACCSP
2021,MASSACHUSETTS,"EEL, AMERICAN",,,,Confidential,Commercial,Anguilla rostrata,161127,ACCSP
2021,MASSACHUSETTS,"EEL, CONGER","4,430",2,"4,605",Public,Commercial,Conger oceanicus,161326,ACCSP
2021,MASSACHUSETTS,ESCOLAR,,,,Confidential,Commercial,Lepidocybium flavobrunneum,172362,ACCSP
2021,MASSACHUSETTS,"FLOUNDER, AMERICAN PLAICE","1,416,999",643,"2,487,136",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2021,MASSACHUSETTS,"FLOUNDER, FOURSPOT",,,,Confidential,Commercial,Paralichthys oblongus,172739,ACCSP
2021,MASSACHUSETTS,"FLOUNDER, SUMMER","714,422",324,"2,128,731",Public,Commercial,Paralichthys dentatus,172735,ACCSP
2021,MASSACHUSETTS,"FLOUNDER, WINTER","904,556",410,"2,426,886",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2021,MASSACHUSETTS,"FLOUNDER, WITCH","1,714,205",778,"3,012,319",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2021,MASSACHUSETTS,"FLOUNDER, YELLOWTAIL","1,579,409",716,"1,420,834",Public,Commercial,Limanda ferruginea,172909,ACCSP
2021,MASSACHUSETTS,GOOSEFISH,"10,709,239","4,858","7,007,962",Public,Commercial,Lophius americanus,164499,ACCSP
2021,MASSACHUSETTS,HADDOCK,"15,541,180","7,049","19,090,173",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2021,MASSACHUSETTS,HAGFISHES **,,,,Confidential,Commercial,Myxinidae,159753,ACCSP
2021,MASSACHUSETTS,"HAKE, OFFSHORE",,,,Confidential,Commercial,Merluccius albidus,164793,ACCSP
2021,MASSACHUSETTS,"HAKE, RED","85,443",39,"59,356",Public,Commercial,Urophycis chuss,164730,ACCSP
2021,MASSACHUSETTS,"HAKE, SILVER","5,171,240","2,346","5,874,435",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2021,MASSACHUSETTS,"HAKE, WHITE","3,712,214","1,684","4,879,124",Public,Commercial,Urophycis tenuis,164732,ACCSP
2021,MASSACHUSETTS,"HAKES, RED AND WHITE **",,,,Confidential,Commercial,Urophycis,164729,ACCSP
2021,MASSACHUSETTS,"HALIBUT, ATLANTIC","45,783",21,"283,381",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2021,MASSACHUSETTS,"HERRING, ATLANTIC","5,414,805","2,456","1,621,988",Public,Commercial,Clupea harengus,161722,ACCSP
2021,MASSACHUSETTS,"HERRING, BLUEBACK",,,,Confidential,Commercial,Alosa aestivalis,161703,ACCSP
2021,MASSACHUSETTS,"HERRING, ROUND","39,670",18,"15,893",Public,Commercial,Etrumeus teres,161743,ACCSP
2021,MASSACHUSETTS,HERRINGS **,,,,Confidential,Commercial,Clupeidae,161700,ACCSP
2021,MASSACHUSETTS,"KINGFISH, NORTHERN",,,,Confidential,Commercial,Menticirrhus saxatilis,169276,ACCSP
2021,MASSACHUSETTS,KINGFISHES **,,,,Confidential,Commercial,Menticirrhus,169273,ACCSP
2021,MASSACHUSETTS,"LANCE, AMERICAN SAND",,,,Confidential,Commercial,Ammodytes americanus,171673,ACCSP
2021,MASSACHUSETTS,LITTLE/WINTER SKATE MIX **,,,,Confidential,Commercial,Leucoraja ,564037,ACCSP
2021,MASSACHUSETTS,"LOBSTER, AMERICAN","16,826,702","7,633","125,469,146",Public,Commercial,Homarus americanus,97314,ACCSP
2021,MASSACHUSETTS,"MACKEREL, ATLANTIC","9,444,370","4,284","2,272,297",Public,Commercial,Scomber scombrus,172414,ACCSP
2021,MASSACHUSETTS,"MACKEREL, SPANISH",,,,Confidential,Commercial,Scomberomorus maculatus,172436,ACCSP
2021,MASSACHUSETTS,MENHADENS **,"9,916,257","4,498","2,485,960",Public,Commercial,Brevoortia ,161731,ACCSP
2021,MASSACHUSETTS,"MUSSEL, SEA","573,960",260,"434,885",Public,Commercial,Mytilus edulis,79454,ACCSP
2021,MASSACHUSETTS,"OYSTER, EASTERN","626,642",284,"30,727,628",Public,Commercial,Crassostrea virginica,79872,ACCSP
2021,MASSACHUSETTS,"PERCH, WHITE",,,,Confidential,Commercial,Morone americana,167678,ACCSP
2021,MASSACHUSETTS,PERIWINKLES,,,,Confidential,Commercial,Littorinidae ,1206035,ACCSP
2021,MASSACHUSETTS,POLLOCK,"6,955,952","3,155","8,962,221",Public,Commercial,Pollachius virens,164727,ACCSP
2021,MASSACHUSETTS,"PUFFER, NORTHERN",,,,Confidential,Commercial,Sphoeroides maculatus,173290,ACCSP
2021,MASSACHUSETTS,"RAVEN, SEA",,,,Confidential,Commercial,Hemitripterus americanus,167289,ACCSP
2021,MASSACHUSETTS,"REDFISH, ACADIAN","12,420,245","5,634","7,076,927",Public,Commercial,Sebastes fasciatus,166774,ACCSP
2021,MASSACHUSETTS,"ROSEFISH, BLACKBELLY",,,,Confidential,Commercial,Helicolenus dactylopterus,166787,ACCSP
2021,MASSACHUSETTS,"SARDINE, SPANISH",,,,Confidential,Commercial,Sardinella aurita,161763,ACCSP
2021,MASSACHUSETTS,"SCAD, BIGEYE",,,,Confidential,Commercial,Selar crumenophthalmus,168677,ACCSP
2021,MASSACHUSETTS,"SCALLOP, BAY","67,087",30,"1,383,432",Public,Commercial,Argopecten irradians,79737,ACCSP
2021,MASSACHUSETTS,"SCALLOP, SEA","33,665,442","15,271","515,015,384",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2021,MASSACHUSETTS,"SCULPIN, LONGHORN",,,,Confidential,Commercial,Myoxocephalus octodecemspinosu,167320,ACCSP
2021,MASSACHUSETTS,SCULPINS **,,,,Confidential,Commercial,Cottidae,167196,ACCSP
2021,MASSACHUSETTS,SCUP,"973,799",442,"790,165",Public,Commercial,Stenotomus chrysops,169182,ACCSP
