Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
1977,MAINE,"MACKEREL, ATLANTIC","330,300",150,"77,963",Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1977,MAINE,MENHADENS **,"3,290,000","1,492","71,062",Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,MAINE,"MUSSEL, SEA","2,112,700",958,"680,309",Public,Commercial,Mytilus edulis,79454,ACCSPHIST
1977,MAINE,PERIWINKLES,"19,500",9,"17,767",Public,Commercial,Littorinidae ,1206035,ACCSPHIST
1977,MAINE,POLLOCK,"10,685,100","4,847","1,405,744",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1977,MAINE,"POLYCHAETE, BLOODWORMS","396,600",180,"1,313,987",Public,Commercial,Glycera dibranchiata,66107,ACCSPHIST
1977,MAINE,"POLYCHAETE, SANDWORMS **","737,600",335,"1,000,432",Public,Commercial,Nereis,65902,ACCSPHIST
1977,MAINE,"REDFISH, ACADIAN","20,803,500","9,436","3,140,644",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1977,MAINE,"SALMON, ATLANTIC",100,0,100,Public,Commercial,Salmo salar,161996,ACCSPHIST
1977,MAINE,"SCALLOP, SEA","394,800",179,"754,823",Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1977,MAINE,"SEAWEED, IRISH MOSS","2,069,500",939,"109,378",Public,Commercial,Chondrus crispus,12092,ACCSPHIST
1977,MAINE,"SHAD, AMERICAN","22,100",10,"2,047",Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1977,MAINE,"SHARKS, CHONDRICHTHYES (CLASS) **","75,200",34,"4,572",Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1977,MAINE,"SHARKS, DOGFISH **","1,653,700",750,"74,916",Public,Commercial,Squalidae,160604,ACCSPHIST
1977,MAINE,"SHRIMPS, PENAEOID **","313,200",142,"172,469",Public,Commercial,Penaeoidea,95601,ACCSPHIST
1977,MAINE,"SKATES, RAJIDAE (FAMILY) **","138,000",63,"17,437",Public,Commercial,Rajidae,160845,ACCSPHIST
1977,MAINE,"SMELT, RAINBOW","132,500",60,"55,819",Public,Commercial,Osmerus mordax,162041,ACCSPHIST
1977,MAINE,"SQUIDS, LOLIGINIDAE **","27,700",13,"3,790",Public,Commercial,Loliginidae,82369,ACCSPHIST
1977,MAINE,STURGEONS **,"4,600",2,685,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1977,MAINE,SWORDFISH,"380,300",173,"459,761",Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1977,MAINE,"TUNA, BLUEFIN","95,400",43,"76,141",Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1977,MAINE,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","57,400",26,"7,328",Public,Commercial,Strongylocentrotus,157968,ACCSPHIST
1977,MAINE,"VERTEBRATES, JAWED","6,026,900","2,734","133,919",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1977,MAINE,WINDOWPANE,,,15,Public,Commercial,Scophthalmus aquosus,172746,ACCSPHIST
1977,MAINE,"WOLFFISH, ATLANTIC","47,200",21,"4,390",Public,Commercial,Anarhichas lupus,171341,ACCSPHIST
1977,MASSACHUSETTS,ALEWIFE,"131,800",60,"3,414",Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1977,MASSACHUSETTS,"BASS, BLACK SEA","104,400",47,"67,172",Public,Commercial,Centropristis striata,167687,ACCSPHIST
1977,MASSACHUSETTS,"BASS, STRIPED","1,184,900",537,"1,005,998",Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1977,MASSACHUSETTS,BLUEFISH,"503,900",229,"85,249",Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1977,MASSACHUSETTS,"BONITO, ATLANTIC",900,0,625,Public,Commercial,Sarda sarda,172409,ACCSPHIST
1977,MASSACHUSETTS,"CLAM, QUAHOG, OCEAN","165,600",75,"48,451",Public,Commercial,Arctica islandica,81343,ACCSPHIST
1977,MASSACHUSETTS,"CLAM, RAZOR, ATLANTIC","2,400",1,918,Public,Commercial,Ensis directus,81022,ACCSPHIST
1977,MASSACHUSETTS,"CLAM, SOFT","573,800",260,"996,252",Public,Commercial,Mya arenaria,81692,ACCSPHIST
1977,MASSACHUSETTS,"CLAM, SURF, ATLANTIC","484,400",220,"342,835",Public,Commercial,Spisula solidissima,80944,ACCSPHIST
1977,MASSACHUSETTS,"CLAMS, QUAHOG, MERCENARIA **","620,200",281,"1,284,786",Public,Commercial,Mercenaria,81495,ACCSPHIST
1977,MASSACHUSETTS,"COD, ATLANTIC","62,713,200","28,447","14,153,565",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1977,MASSACHUSETTS,"CONCHS, TRUE **","122,000",55,"60,895",Public,Commercial,Strombus,72555,ACCSPHIST
1977,MASSACHUSETTS,"CRAB, HORSESHOE","6,000",3,"1,200",Public,Commercial,Limulus polyphemus,82703,ACCSPHIST
1977,MASSACHUSETTS,"CRABS, DECAPODA (ORDER) **","2,746,600","1,246","921,576",Public,Commercial,Decapoda,95599,ACCSPHIST
1977,MASSACHUSETTS,CUSK,"1,623,900",737,"275,210",Public,Commercial,Brosme brosme,164740,ACCSPHIST
1977,MASSACHUSETTS,"EEL, AMERICAN","315,800",143,"173,345",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1977,MASSACHUSETTS,"EEL, CONGER","5,500",2,866,Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1977,MASSACHUSETTS,FLATFISHES **,"1,000",0,241,Public,Commercial,Pleuronectiformes,172702,ACCSPHIST
1977,MASSACHUSETTS,"FLOUNDER, AMERICAN PLAICE","9,359,500","4,245","2,975,729",Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1977,MASSACHUSETTS,"FLOUNDER, SUMMER","1,477,500",670,"830,075",Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1977,MASSACHUSETTS,"FLOUNDER, WINTER","16,715,500","7,582","6,360,262",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1977,MASSACHUSETTS,"FLOUNDER, WITCH","3,580,400","1,624","1,758,069",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1977,MASSACHUSETTS,"FLOUNDER, YELLOWTAIL","28,097,800","12,745","13,342,603",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1977,MASSACHUSETTS,GOOSEFISH,"1,916,300",869,"697,146",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1977,MASSACHUSETTS,HADDOCK,"25,196,100","11,429","8,039,025",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSPHIST
1977,MASSACHUSETTS,"HAKE, RED","1,922,900",872,"171,259",Public,Commercial,Urophycis chuss,164730,ACCSPHIST
1977,MASSACHUSETTS,"HAKE, SILVER","27,179,100","12,328","2,301,492",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1977,MASSACHUSETTS,"HAKE, WHITE","3,997,600","1,813","604,596",Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1977,MASSACHUSETTS,"HALIBUT, ATLANTIC","76,300",35,"96,718",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSPHIST
1977,MASSACHUSETTS,HARVESTFISHES **,"56,000",25,"19,417",Public,Commercial,Peprilus,172564,ACCSPHIST
1977,MASSACHUSETTS,"HERRING, ATLANTIC","37,727,100","17,113","1,374,522",Public,Commercial,Clupea harengus,161722,ACCSPHIST
1977,MASSACHUSETTS,"LANCE, AMERICAN SAND","36,000",16,"12,600",Public,Commercial,Ammodytes americanus,171673,ACCSPHIST
1977,MASSACHUSETTS,"LOBSTER, AMERICAN","7,235,100","3,282","13,728,566",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1977,MASSACHUSETTS,"MACKEREL, ATLANTIC","919,200",417,"200,898",Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1977,MASSACHUSETTS,MENHADENS **,"17,410,200","7,897","400,902",Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,MASSACHUSETTS,"MUSSEL, SEA","263,300",119,"140,860",Public,Commercial,Mytilus edulis,79454,ACCSPHIST
1977,MASSACHUSETTS,"OYSTER, EASTERN","53,100",24,"137,060",Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
1977,MASSACHUSETTS,"PERCH, WHITE","23,700",11,"10,180",Public,Commercial,Morone americana,167678,ACCSPHIST
1977,MASSACHUSETTS,POLLOCK,"16,430,800","7,453","2,440,754",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1977,MASSACHUSETTS,"POLYCHAETE, SANDWORMS **","30,500",14,"60,000",Public,Commercial,Nereis,65902,ACCSPHIST
1977,MASSACHUSETTS,PORGIES **,"1,711,800",776,"372,966",Public,Commercial,Sparidae,169180,ACCSPHIST
1977,MASSACHUSETTS,"POUT, OCEAN","725,300",329,"55,533",Public,Commercial,Zoarces,630979,ACCSPHIST
1977,MASSACHUSETTS,"REDFISH, ACADIAN","14,155,600","6,421","2,205,410",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1977,MASSACHUSETTS,"SCALLOP, BAY","1,008,900",458,"2,983,062",Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1977,MASSACHUSETTS,"SCALLOP, SEA","17,362,000","7,875","28,649,430",Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1977,MASSACHUSETTS,SEAROBINS **,,,,Public,Commercial,Triglidae,166972,ACCSPHIST
1977,MASSACHUSETTS,"SEAWEED, IRISH MOSS","1,079,400",490,"43,174",Public,Commercial,Chondrus crispus,12092,ACCSPHIST
1977,MASSACHUSETTS,"SHAD, AMERICAN",200,0,24,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1977,MASSACHUSETTS,"SHARKS, CHONDRICHTHYES (CLASS) **","1,500",1,137,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1977,MASSACHUSETTS,"SHARKS, DOGFISH **","36,800",17,"3,531",Public,Commercial,Squalidae,160604,ACCSPHIST
1977,MASSACHUSETTS,"SHRIMPS, PENAEOID **","522,200",237,"283,119",Public,Commercial,Penaeoidea,95601,ACCSPHIST
1977,MASSACHUSETTS,"SKATES, RAJIDAE (FAMILY) **","180,600",82,"22,258",Public,Commercial,Rajidae,160845,ACCSPHIST
1977,MASSACHUSETTS,"SMELT, RAINBOW",100,0,11,Public,Commercial,Osmerus mordax,162041,ACCSPHIST
1977,MASSACHUSETTS,"SQUID, LONGFIN LOLIGO","370,000",168,"118,400",Public,Commercial,Loligo pealeii,82372,ACCSPHIST
1977,MASSACHUSETTS,"SQUID, SHORTFIN ILLEX","20,000",9,"16,003",Public,Commercial,Illex illecebrosus,82521,ACCSPHIST
1977,MASSACHUSETTS,"SQUIDS, LOLIGINIDAE **","3,072,700","1,394","448,989",Public,Commercial,Loliginidae,82369,ACCSPHIST
1977,MASSACHUSETTS,STURGEONS **,"3,100",1,546,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1977,MASSACHUSETTS,SWORDFISH,"2,435,600","1,105","3,177,244",Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1977,MASSACHUSETTS,TAUTOG,"55,900",25,"4,034",Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1977,MASSACHUSETTS,"TILEFISH, GOLDEN","185,600",84,"61,417",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1977,MASSACHUSETTS,"TUNA, BLUEFIN","1,608,600",730,"1,119,830",Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1977,MASSACHUSETTS,"VERTEBRATES, JAWED","1,377,300",625,"336,807",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1977,MASSACHUSETTS,WEAKFISH,"14,000",6,"2,302",Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1977,MASSACHUSETTS,WINDOWPANE,"3,301,500","1,498","786,559",Public,Commercial,Scophthalmus aquosus,172746,ACCSPHIST
1977,MASSACHUSETTS,"WOLFFISH, ATLANTIC","913,100",414,"80,957",Public,Commercial,Anarhichas lupus,171341,ACCSPHIST
1977,NEW HAMPSHIRE,ALEWIFE,"210,000",95,"7,518",Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1977,NEW HAMPSHIRE,"BASS, STRIPED","2,000",1,700,Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1977,NEW HAMPSHIRE,BLUEFISH,200,0,40,Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1977,NEW HAMPSHIRE,"COD, ATLANTIC","950,900",431,"234,427",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1977,NEW HAMPSHIRE,"CRAB, ATLANTIC ROCK","22,600",10,"2,373",Public,Commercial,Cancer irroratus,98679,ACCSPHIST
1977,NEW HAMPSHIRE,CUSK,"131,300",60,"24,314",Public,Commercial,Brosme brosme,164740,ACCSPHIST
1977,NEW HAMPSHIRE,"EEL, AMERICAN","5,600",3,"4,963",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1977,NEW HAMPSHIRE,"FLOUNDER, AMERICAN PLAICE","273,000",124,"72,930",Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1977,NEW HAMPSHIRE,"FLOUNDER, WINTER","36,500",17,"8,804",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1977,NEW HAMPSHIRE,"FLOUNDER, WITCH","69,900",32,"31,027",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1977,NEW HAMPSHIRE,"FLOUNDER, YELLOWTAIL","83,800",38,"31,110",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1977,NEW HAMPSHIRE,GOOSEFISH,"43,800",20,"14,736",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1977,NEW HAMPSHIRE,HADDOCK,"223,600",101,"89,766",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSPHIST
1977,NEW HAMPSHIRE,"HAKE, SILVER","35,200",16,"2,736",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1977,NEW HAMPSHIRE,"HAKE, WHITE","395,100",179,"54,530",Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1977,NEW HAMPSHIRE,"HALIBUT, ATLANTIC","3,000",1,"4,615",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSPHIST
1977,NEW HAMPSHIRE,"HERRING, ATLANTIC","54,400",25,"2,638",Public,Commercial,Clupea harengus,161722,ACCSPHIST
1977,NEW HAMPSHIRE,"LANCE, AMERICAN SAND","6,400",3,"2,624",Public,Commercial,Ammodytes americanus,171673,ACCSPHIST
1977,NEW HAMPSHIRE,"LOBSTER, AMERICAN","474,100",215,"812,038",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1977,NEW HAMPSHIRE,"MACKEREL, ATLANTIC","4,600",2,728,Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1977,NEW HAMPSHIRE,POLLOCK,"1,208,000",548,"191,444",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1977,NEW HAMPSHIRE,"POLYCHAETE, SANDWORMS **","23,800",11,"32,280",Public,Commercial,Nereis,65902,ACCSPHIST
1977,NEW HAMPSHIRE,"REDFISH, ACADIAN","9,600",4,"2,003",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1977,NEW HAMPSHIRE,"SHAD, AMERICAN","4,200",2,382,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1977,NEW HAMPSHIRE,"SHARKS, CHONDRICHTHYES (CLASS) **","4,000",2,584,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1977,NEW HAMPSHIRE,"SHRIMPS, PENAEOID **","4,800",2,"2,500",Public,Commercial,Penaeoidea,95601,ACCSPHIST
1977,NEW HAMPSHIRE,"SKATES, RAJIDAE (FAMILY) **","5,800",3,606,Public,Commercial,Rajidae,160845,ACCSPHIST
1977,NEW HAMPSHIRE,"SMELT, RAINBOW","23,600",11,"9,950",Public,Commercial,Osmerus mordax,162041,ACCSPHIST
1977,NEW HAMPSHIRE,STURGEONS **,"1,000",0,179,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1977,NEW HAMPSHIRE,"TUNA, BLUEFIN","3,600",2,"2,833",Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1977,NEW HAMPSHIRE,"VERTEBRATES, JAWED","10,300",5,"1,372",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1977,NEW HAMPSHIRE,"WOLFFISH, ATLANTIC","2,600",1,276,Public,Commercial,Anarhichas lupus,171341,ACCSPHIST
1977,RHODE ISLAND,ALEWIFE,"35,300",16,"1,983",Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1977,RHODE ISLAND,"BASS, BLACK SEA","175,900",80,"76,002",Public,Commercial,Centropristis striata,167687,ACCSPHIST
1977,RHODE ISLAND,"BASS, STRIPED","109,600",50,"87,000",Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1977,RHODE ISLAND,BLUEFISH,"244,700",111,"47,966",Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1977,RHODE ISLAND,"BONITO, ATLANTIC","125,400",57,"56,056",Public,Commercial,Sarda sarda,172409,ACCSPHIST
1977,RHODE ISLAND,"CLAM, QUAHOG, OCEAN","2,798,700","1,269","793,950",Public,Commercial,Arctica islandica,81343,ACCSPHIST
1977,RHODE ISLAND,"CLAM, SOFT","3,800",2,"6,385",Public,Commercial,Mya arenaria,81692,ACCSPHIST
1977,RHODE ISLAND,"CLAM, SURF, ATLANTIC","198,200",90,"112,597",Public,Commercial,Spisula solidissima,80944,ACCSPHIST
1977,RHODE ISLAND,"CLAMS, QUAHOG, MERCENARIA **","1,585,900",719,"2,864,176",Public,Commercial,Mercenaria,81495,ACCSPHIST
1977,RHODE ISLAND,"COD, ATLANTIC","3,430,400","1,556","721,684",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1977,RHODE ISLAND,"CONCHS, TRUE **","154,000",70,"72,591",Public,Commercial,Strombus,72555,ACCSPHIST
1977,RHODE ISLAND,"CRAB, ATLANTIC ROCK","95,400",43,"18,875",Public,Commercial,Cancer irroratus,98679,ACCSPHIST
1977,RHODE ISLAND,"CRAB, GREEN","4,400",2,880,Public,Commercial,Carcinus maenas,98734,ACCSPHIST
1977,RHODE ISLAND,"CRAB, JONAH","798,700",362,"137,941",Public,Commercial,Cancer borealis,98678,ACCSPHIST
1977,RHODE ISLAND,"CRAB, RED DEEPSEA","7,100",3,"2,223",Public,Commercial,Chaceon quinquedens,620992,ACCSPHIST
1977,RHODE ISLAND,"CROAKER, ATLANTIC",400,0,74,Public,Commercial,Micropogonias undulatus,169283,ACCSPHIST
1977,RHODE ISLAND,CUSK,"11,700",5,"1,243",Public,Commercial,Brosme brosme,164740,ACCSPHIST
1977,RHODE ISLAND,"EEL, AMERICAN","23,400",11,"14,867",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1977,RHODE ISLAND,"EEL, CONGER","24,200",11,"4,205",Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1977,RHODE ISLAND,"FLOUNDER, AMERICAN PLAICE","295,500",134,"98,210",Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1977,RHODE ISLAND,"FLOUNDER, SUMMER","4,057,800","1,841","2,207,081",Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1977,RHODE ISLAND,"FLOUNDER, WINTER","4,260,100","1,932","1,501,883",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1977,RHODE ISLAND,"FLOUNDER, WITCH","190,300",86,"64,147",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSPHIST
1977,RHODE ISLAND,"FLOUNDER, YELLOWTAIL","7,122,100","3,231","3,275,917",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1977,RHODE ISLAND,GOOSEFISH,"258,200",117,"84,358",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1977,RHODE ISLAND,HADDOCK,"877,000",398,"229,962",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSPHIST
1977,RHODE ISLAND,"HAKE, RED","537,000",244,"34,589",Public,Commercial,Urophycis chuss,164730,ACCSPHIST
1977,RHODE ISLAND,"HAKE, SILVER","5,494,900","2,492","486,010",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1977,RHODE ISLAND,"HAKE, WHITE","76,500",35,"9,527",Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1977,RHODE ISLAND,"HALIBUT, ATLANTIC","1,300",1,"1,190",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSPHIST
1977,RHODE ISLAND,HARVESTFISHES **,"1,528,500",693,"425,149",Public,Commercial,Peprilus,172564,ACCSPHIST
1977,RHODE ISLAND,"HERRING, ATLANTIC","646,600",293,"33,755",Public,Commercial,Clupea harengus,161722,ACCSPHIST
1977,RHODE ISLAND,"LOBSTER, AMERICAN","3,491,600","1,584","6,871,497",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1977,RHODE ISLAND,"MACKEREL, ATLANTIC","273,300",124,"62,532",Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1977,RHODE ISLAND,MENHADENS **,"10,070,700","4,568","206,623",Public,Commercial,Brevoortia ,161731,ACCSPHIST
1977,RHODE ISLAND,"MUSSEL, SEA","165,000",75,"73,696",Public,Commercial,Mytilus edulis,79454,ACCSPHIST
1977,RHODE ISLAND,"PERCH, WHITE","11,700",5,"4,047",Public,Commercial,Morone americana,167678,ACCSPHIST
1977,RHODE ISLAND,POLLOCK,"238,900",108,"33,068",Public,Commercial,Pollachius virens,164727,ACCSPHIST
1977,RHODE ISLAND,PORGIES **,"6,580,600","2,985","972,214",Public,Commercial,Sparidae,169180,ACCSPHIST
1977,RHODE ISLAND,"POUT, OCEAN","541,900",246,"38,856",Public,Commercial,Zoarces,630979,ACCSPHIST
1977,RHODE ISLAND,"REDFISH, ACADIAN","51,800",23,"8,848",Public,Commercial,Sebastes fasciatus,166774,ACCSPHIST
1977,RHODE ISLAND,"SCALLOP, BAY","35,300",16,"102,075",Public,Commercial,Argopecten irradians,79737,ACCSPHIST
1977,RHODE ISLAND,"SCALLOP, SEA","99,600",45,"157,146",Public,Commercial,Placopecten magellanicus,79718,ACCSPHIST
1977,RHODE ISLAND,SEAROBINS **,"69,400",31,"3,694",Public,Commercial,Triglidae,166972,ACCSPHIST
1977,RHODE ISLAND,"SHAD, AMERICAN",800,0,185,Public,Commercial,Alosa sapidissima,161702,ACCSPHIST
1977,RHODE ISLAND,"SHARKS, CHONDRICHTHYES (CLASS) **",400,0,134,Public,Commercial,Chondrichthyes,159785,ACCSPHIST
1977,RHODE ISLAND,"SHARKS, DOGFISH **","58,300",26,"3,596",Public,Commercial,Squalidae,160604,ACCSPHIST
1977,RHODE ISLAND,"SKATES, RAJIDAE (FAMILY) **","9,400",4,867,Public,Commercial,Rajidae,160845,ACCSPHIST
1977,RHODE ISLAND,"SQUIDS, LOLIGINIDAE **","975,400",442,"415,537",Public,Commercial,Loliginidae,82369,ACCSPHIST
1977,RHODE ISLAND,STURGEONS **,600,0,122,Public,Commercial,Acipenseridae,161064,ACCSPHIST
1977,RHODE ISLAND,SWORDFISH,"80,600",37,"117,630",Public,Commercial,Xiphias gladius,172482,ACCSPHIST
1977,RHODE ISLAND,TAUTOG,"19,300",9,"1,806",Public,Commercial,Tautoga onitis,170479,ACCSPHIST
1977,RHODE ISLAND,"TILEFISH, GOLDEN","780,300",354,"196,673",Public,Commercial,Lopholatilus chamaeleonticeps,168546,ACCSPHIST
1977,RHODE ISLAND,"TUNA, BLUEFIN","3,500",2,"3,289",Public,Commercial,Thunnus thynnus,172421,ACCSPHIST
1977,RHODE ISLAND,TUNAS **,700,0,576,Public,Commercial,Thunnus,172418,ACCSPHIST
1977,RHODE ISLAND,"VERTEBRATES, JAWED","13,522,800","6,134","305,963",Public,Commercial,Gnathostomata ,914179,ACCSPHIST
1977,RHODE ISLAND,WEAKFISH,"327,500",149,"102,170",Public,Commercial,Cynoscion regalis,169241,ACCSPHIST
1977,RHODE ISLAND,WINDOWPANE,"546,400",248,"113,682",Public,Commercial,Scophthalmus aquosus,172746,ACCSPHIST
1977,RHODE ISLAND,"WOLFFISH, ATLANTIC","4,000",2,296,Public,Commercial,Anarhichas lupus,171341,ACCSPHIST
1976,CONNECTICUT,ALEWIFE,"67,100",30,"3,357",Public,Commercial,Alosa pseudoharengus,161706,ACCSPHIST
1976,CONNECTICUT,"BASS, BLACK SEA","4,000",2,"2,056",Public,Commercial,Centropristis striata,167687,ACCSPHIST
1976,CONNECTICUT,"BASS, STRIPED","63,200",29,"47,281",Public,Commercial,Morone saxatilis,167680,ACCSPHIST
1976,CONNECTICUT,BLUEFISH,"23,200",11,"2,544",Public,Commercial,Pomatomus saltatrix,168559,ACCSPHIST
1976,CONNECTICUT,"CARP, COMMON",700,0,70,Public,Commercial,Cyprinus carpio,163344,ACCSPHIST
1976,CONNECTICUT,"CATFISHES, FORKTAIL **","7,200",3,"1,575",Public,Commercial,Ictalurus,163996,ACCSPHIST
1976,CONNECTICUT,"CLAM, QUAHOG, OCEAN","6,900",3,"1,891",Public,Commercial,Arctica islandica,81343,ACCSPHIST
1976,CONNECTICUT,"CLAMS, QUAHOG, MERCENARIA **","144,000",65,"240,000",Public,Commercial,Mercenaria,81495,ACCSPHIST
1976,CONNECTICUT,"COD, ATLANTIC","24,900",11,"7,864",Public,Commercial,Gadus morhua,164712,ACCSPHIST
1976,CONNECTICUT,"CONCHS, TRUE **","46,800",21,"22,556",Public,Commercial,Strombus,72555,ACCSPHIST
1976,CONNECTICUT,"CRAB, HORSESHOE","6,000",3,600,Public,Commercial,Limulus polyphemus,82703,ACCSPHIST
1976,CONNECTICUT,"EEL, AMERICAN","35,400",16,"14,667",Public,Commercial,Anguilla rostrata,161127,ACCSPHIST
1976,CONNECTICUT,"EEL, CONGER","11,500",5,"1,145",Public,Commercial,Conger oceanicus,161326,ACCSPHIST
1976,CONNECTICUT,"FLOUNDER, AMERICAN PLAICE","1,600",1,416,Public,Commercial,Hippoglossoides platessoides,172877,ACCSPHIST
1976,CONNECTICUT,"FLOUNDER, SUMMER","78,800",36,"37,107",Public,Commercial,Paralichthys dentatus,172735,ACCSPHIST
1976,CONNECTICUT,"FLOUNDER, WINTER","1,002,800",455,"172,875",Public,Commercial,Pseudopleuronectes americanus,172905,ACCSPHIST
1976,CONNECTICUT,"FLOUNDER, YELLOWTAIL","126,400",57,"39,892",Public,Commercial,Limanda ferruginea,172909,ACCSPHIST
1976,CONNECTICUT,GOOSEFISH,"23,400",11,"4,646",Public,Commercial,Lophius americanus,164499,ACCSPHIST
1976,CONNECTICUT,"HAKE, SILVER","33,900",15,"8,012",Public,Commercial,Merluccius bilinearis,164791,ACCSPHIST
1976,CONNECTICUT,"HAKE, WHITE","5,800",3,543,Public,Commercial,Urophycis tenuis,164732,ACCSPHIST
1976,CONNECTICUT,HARVESTFISHES **,"20,700",9,"4,471",Public,Commercial,Peprilus,172564,ACCSPHIST
1976,CONNECTICUT,"HERRING, ATLANTIC","1,400",1,76,Public,Commercial,Clupea harengus,161722,ACCSPHIST
1976,CONNECTICUT,"LOBSTER, AMERICAN","479,500",217,"1,016,443",Public,Commercial,Homarus americanus,97314,ACCSPHIST
1976,CONNECTICUT,"MACKEREL, ATLANTIC","13,400",6,"4,733",Public,Commercial,Scomber scombrus,172414,ACCSPHIST
1976,CONNECTICUT,MENHADENS **,"153,200",69,"7,655",Public,Commercial,Brevoortia ,161731,ACCSPHIST
1976,CONNECTICUT,"OYSTER, EASTERN","135,800",62,"282,160",Public,Commercial,Crassostrea virginica,79872,ACCSPHIST
